ogc_fid,time,wkb_geometry
11530,2024-01-19 16:59:11.000 +1100,POINT (153.42585204829788 -27.9584945502567)
11531,2024-01-19 16:59:15.000 +1100,POINT (153.4258424985489 -27.958474147179476)
11532,2024-01-19 16:59:22.000 +1100,POINT (153.4258339341635 -27.958456222087626)
11533,2024-01-19 16:59:42.000 +1100,POINT (153.42585202043367 -27.958442840001663)
11534,2024-01-19 17:00:00.000 +1100,POINT (153.42586800484952 -27.95845657756958)
11535,2024-01-19 17:00:14.000 +1100,POINT (153.42585409540737 -27.958470623410058)
11536,2024-01-19 17:00:39.000 +1100,POINT (153.42587220821483 -27.958459304277774)
11537,2024-01-19 17:01:01.000 +1100,POINT (153.42589722010325 -27.958457528725955)
11538,2024-01-19 17:01:18.000 +1100,POINT (153.42587183221596 -27.958462706868463)
11539,2024-01-19 17:01:31.000 +1100,POINT (153.42589201936298 -27.95846880544897)
11540,2024-01-19 17:01:35.000 +1100,POINT (153.4258893179091 -27.958449782370398)
11541,2024-01-19 17:01:37.000 +1100,POINT (153.42590946270332 -27.958437187697736)
11542,2024-01-19 17:01:44.000 +1100,POINT (153.4259235887277 -27.958418424843657)
11543,2024-01-19 17:01:53.000 +1100,POINT (153.4259125085541 -27.958396676897664)
11544,2024-01-19 17:01:55.000 +1100,POINT (153.42591163281463 -27.958376329128793)
11545,2024-01-19 17:01:56.000 +1100,POINT (153.42587757578752 -27.958435059948524)
11546,2024-01-19 17:01:57.000 +1100,POINT (153.42582881367252 -27.95837620179979)
11547,2024-01-19 17:01:58.000 +1100,POINT (153.42582863174997 -27.958390688923696)
11548,2024-01-19 17:02:24.000 +1100,POINT (153.425849174453 -27.958395504019084)
11549,2024-01-19 17:02:43.000 +1100,POINT (153.42581194199636 -27.95838850437445)
11550,2024-01-19 17:02:44.000 +1100,POINT (153.42580584923834 -27.958414803012882)
11551,2024-01-19 17:02:47.000 +1100,POINT (153.4258248183248 -27.958421797947846)
11552,2024-01-19 17:03:11.000 +1100,POINT (153.42581996070174 -27.958397174193816)
11553,2024-01-19 17:03:17.000 +1100,POINT (153.42584744319848 -27.958411363792145)
11554,2024-01-19 17:03:19.000 +1100,POINT (153.4258267744845 -27.95841327149647)
11555,2024-01-19 17:03:21.000 +1100,POINT (153.4258357156992 -27.958405881931593)
11556,2024-01-19 17:03:28.000 +1100,POINT (153.42582016239976 -27.958419431026027)
11557,2024-01-19 17:03:34.000 +1100,POINT (153.42584071713043 -27.95841906099527)
11558,2024-01-19 17:03:41.000 +1100,POINT (153.4258115510072 -27.95842416507003)
11559,2024-01-19 17:03:44.000 +1100,POINT (153.4257862225957 -27.958416259171823)
11560,2024-01-19 17:04:10.000 +1100,POINT (153.42586507780234 -27.958421753406867)
11561,2024-01-19 17:04:20.000 +1100,POINT (153.42584786730635 -27.958395356978777)
11562,2024-01-19 17:04:33.000 +1100,POINT (153.42583993373992 -27.958413483573846)
11563,2024-01-19 17:04:46.000 +1100,POINT (153.4258428452151 -27.958384921597442)
11564,2024-01-19 17:04:47.000 +1100,POINT (153.4258444881137 -27.95838433559651)
11565,2024-01-19 17:05:01.000 +1100,POINT (153.42586181022517 -27.958410214400313)
11566,2024-01-19 17:05:04.000 +1100,POINT (153.42588352341778 -27.958412982678833)
11567,2024-01-19 17:05:06.000 +1100,POINT (153.42585023702742 -27.95840341606618)
11568,2024-01-19 17:05:15.000 +1100,POINT (153.42582863553943 -27.95839796865507)
11569,2024-01-19 17:05:28.000 +1100,POINT (153.4258053104634 -27.95840519079349)
11570,2024-01-19 17:05:45.000 +1100,POINT (153.4258342488076 -27.95840228895405)
11571,2024-01-19 17:05:56.000 +1100,POINT (153.42580296264356 -27.95843074636699)
11572,2024-01-19 17:06:00.000 +1100,POINT (153.4258041527686 -27.958410670838283)
11573,2024-01-19 17:06:39.000 +1100,POINT (153.42582451752259 -27.95840595362665)
11574,2024-01-19 17:06:52.000 +1100,POINT (153.425824833012 -27.958384957013152)
11575,2024-01-19 17:06:58.000 +1100,POINT (153.4258402084117 -27.95839730094631)
11576,2024-01-19 17:07:01.000 +1100,POINT (153.4258598373688 -27.958408723907297)
11577,2024-01-19 17:07:10.000 +1100,POINT (153.42583447932364 -27.95841470430686)
11578,2024-01-19 17:07:25.000 +1100,POINT (153.4258203715943 -27.958390639360847)
11579,2024-01-19 17:08:15.000 +1100,POINT (153.4257951828838 -27.958398649347348)
11580,2024-01-19 17:08:20.000 +1100,POINT (153.4258170945091 -27.958415137710006)
11581,2024-01-19 17:08:26.000 +1100,POINT (153.42579529175907 -27.95841710360821)
11582,2024-01-19 17:08:40.000 +1100,POINT (153.42581578094436 -27.95841389272861)
11583,2024-01-19 17:08:45.000 +1100,POINT (153.42583376076536 -27.958423451485256)
11584,2024-01-19 17:08:50.000 +1100,POINT (153.42585633144083 -27.958423149732017)
11585,2024-01-19 17:08:57.000 +1100,POINT (153.42584610524042 -27.95840531430441)
11586,2024-01-19 17:09:00.000 +1100,POINT (153.4258267419932 -27.95841137140602)
11587,2024-01-19 17:09:13.000 +1100,POINT (153.42582803002963 -27.958385374069728)
11588,2024-01-19 17:09:17.000 +1100,POINT (153.42580684207962 -27.958366695746673)
11589,2024-01-19 17:09:18.000 +1100,POINT (153.4258259917154 -27.958349740802834)
11590,2024-01-19 17:09:21.000 +1100,POINT (153.42585259640376 -27.95834857665655)
11591,2024-01-19 17:09:23.000 +1100,POINT (153.42583826405615 -27.958321919342524)
11592,2024-01-19 17:09:25.000 +1100,POINT (153.4258198910125 -27.958310481556502)
11593,2024-01-19 17:09:27.000 +1100,POINT (153.42579539882698 -27.958307480603736)
11594,2024-01-19 17:09:29.000 +1100,POINT (153.42576529902763 -27.958311059568672)
11595,2024-01-19 17:09:32.000 +1100,POINT (153.42574419151987 -27.958285267502504)
11596,2024-01-19 17:09:33.000 +1100,POINT (153.42573797724776 -27.958257507555974)
11597,2024-01-19 17:09:35.000 +1100,POINT (153.4257377423674 -27.95822280218403)
11598,2024-01-19 17:09:36.000 +1100,POINT (153.4257346815249 -27.958201490409255)
11599,2024-01-19 17:09:37.000 +1100,POINT (153.42572793354734 -27.95816664433286)
11600,2024-01-19 17:09:38.000 +1100,POINT (153.42572412227952 -27.958136771744787)
11601,2024-01-19 17:09:39.000 +1100,POINT (153.42572323562288 -27.958115859460065)
11602,2024-01-19 17:09:40.000 +1100,POINT (153.4257195117416 -27.95808859517033)
11603,2024-01-19 17:09:41.000 +1100,POINT (153.42572509580683 -27.9580515602906)
11604,2024-01-19 17:09:42.000 +1100,POINT (153.4257196943232 -27.958011951427103)
11605,2024-01-19 17:09:43.000 +1100,POINT (153.42571197303374 -27.957986513891065)
11606,2024-01-19 17:09:45.000 +1100,POINT (153.42569003655555 -27.95796645449912)
11607,2024-01-19 17:09:48.000 +1100,POINT (153.42567429926487 -27.957949228006616)
11608,2024-01-19 17:09:50.000 +1100,POINT (153.42563770349358 -27.957943187157372)
11609,2024-01-19 17:09:52.000 +1100,POINT (153.4256156027986 -27.957932722115974)
11610,2024-01-19 17:09:54.000 +1100,POINT (153.4255867782082 -27.95792561930221)
11611,2024-01-19 17:09:56.000 +1100,POINT (153.42554392434215 -27.95791376221768)
11612,2024-01-19 17:09:58.000 +1100,POINT (153.42551834081013 -27.957902506814033)
11613,2024-01-19 17:10:00.000 +1100,POINT (153.42548941487075 -27.95788190594218)
11614,2024-01-19 17:10:02.000 +1100,POINT (153.42547535806906 -27.957861903383428)
11615,2024-01-19 17:10:04.000 +1100,POINT (153.4254511667138 -27.957854535455176)
11616,2024-01-19 17:10:06.000 +1100,POINT (153.42542552121412 -27.957854863499985)
11617,2024-01-19 17:10:07.000 +1100,POINT (153.425406181478 -27.957849015510323)
11618,2024-01-19 17:10:09.000 +1100,POINT (153.42536891519708 -27.95784453023956)
11619,2024-01-19 17:10:11.000 +1100,POINT (153.42534140948635 -27.95783055192148)
11620,2024-01-19 17:10:13.000 +1100,POINT (153.42530481653432 -27.957823175123472)
11621,2024-01-19 17:10:15.000 +1100,POINT (153.42527130310663 -27.9578150070681)
11622,2024-01-19 17:10:17.000 +1100,POINT (153.4252380046547 -27.95780724595583)
11623,2024-01-19 17:10:19.000 +1100,POINT (153.42521221082572 -27.957792456818545)
11624,2024-01-19 17:10:21.000 +1100,POINT (153.42518608801336 -27.9577783553855)
11625,2024-01-19 17:10:23.000 +1100,POINT (153.42516542143215 -27.957775489384172)
11626,2024-01-19 17:10:26.000 +1100,POINT (153.4251296147218 -27.957776087462808)
11627,2024-01-19 17:10:28.000 +1100,POINT (153.4250985432666 -27.95778080965906)
11628,2024-01-19 17:10:30.000 +1100,POINT (153.42507456649966 -27.95777198999032)
11629,2024-01-19 17:10:32.000 +1100,POINT (153.4250538143851 -27.957749086141067)
11630,2024-01-19 17:10:33.000 +1100,POINT (153.42504338557384 -27.957731915293788)
11631,2024-01-19 17:10:35.000 +1100,POINT (153.42502091779764 -27.95771037283234)
11632,2024-01-19 17:10:37.000 +1100,POINT (153.42500024948325 -27.957686310702528)
11633,2024-01-19 17:10:39.000 +1100,POINT (153.42498384680232 -27.957673461674823)
11634,2024-01-19 17:10:41.000 +1100,POINT (153.42497802866876 -27.95764189196187)
11635,2024-01-19 17:10:43.000 +1100,POINT (153.4249955747279 -27.957621829818855)
11636,2024-01-19 17:10:44.000 +1100,POINT (153.4249985358182 -27.957603010514653)
11637,2024-01-19 17:10:45.000 +1100,POINT (153.424986533149 -27.95758480965968)
11638,2024-01-19 17:10:47.000 +1100,POINT (153.4249968477054 -27.957554871676162)
11639,2024-01-19 17:10:49.000 +1100,POINT (153.42501061036174 -27.957525303499207)
11640,2024-01-19 17:10:51.000 +1100,POINT (153.4250108155293 -27.957498104945287)
11641,2024-01-19 17:10:53.000 +1100,POINT (153.42502729797536 -27.957471716819327)
11642,2024-01-19 17:10:55.000 +1100,POINT (153.4250481371126 -27.95746102168456)
11643,2024-01-19 17:10:57.000 +1100,POINT (153.42505657239803 -27.95742907846686)
11644,2024-01-19 17:10:59.000 +1100,POINT (153.42506247592885 -27.957403823810633)
11645,2024-01-19 17:11:01.000 +1100,POINT (153.42507217851835 -27.957377492750716)
11646,2024-01-19 17:11:02.000 +1100,POINT (153.4250845682855 -27.957360205421136)
11647,2024-01-19 17:11:04.000 +1100,POINT (153.42509061887364 -27.95733060365578)
11648,2024-01-19 17:11:05.000 +1100,POINT (153.42509698562375 -27.957309990712346)
11649,2024-01-19 17:11:07.000 +1100,POINT (153.42510910958325 -27.95728362323204)
11650,2024-01-19 17:11:09.000 +1100,POINT (153.42512208801517 -27.95725431933751)
11651,2024-01-19 17:11:11.000 +1100,POINT (153.4251388919156 -27.95722503934424)
11652,2024-01-19 17:11:13.000 +1100,POINT (153.4251473305453 -27.957198912659674)
11653,2024-01-19 17:11:15.000 +1100,POINT (153.42514626561203 -27.957168225496293)
11654,2024-01-19 17:11:16.000 +1100,POINT (153.42515431857856 -27.957147706356533)
11655,2024-01-19 17:11:18.000 +1100,POINT (153.4251666378766 -27.957118353424654)
11656,2024-01-19 17:11:20.000 +1100,POINT (153.4251597980248 -27.95709063014913)
11657,2024-01-19 17:11:22.000 +1100,POINT (153.42514552482857 -27.95707109368619)
11658,2024-01-19 17:11:24.000 +1100,POINT (153.42515163145072 -27.95704788645258)
11659,2024-01-19 17:11:27.000 +1100,POINT (153.42512536457787 -27.95701990527222)
11660,2024-01-19 17:11:30.000 +1100,POINT (153.4251098612717 -27.956998610654736)
11661,2024-01-19 17:11:31.000 +1100,POINT (153.42510267124956 -27.956979709202486)
11662,2024-01-19 17:11:33.000 +1100,POINT (153.42509851067825 -27.956957081455492)
11663,2024-01-19 17:11:36.000 +1100,POINT (153.42507601965903 -27.95693576580794)
11664,2024-01-19 17:11:38.000 +1100,POINT (153.42505953316316 -27.95691533097109)
11665,2024-01-19 17:11:39.000 +1100,POINT (153.42502933521953 -27.95689623076704)
11666,2024-01-19 17:11:47.000 +1100,POINT (153.42503825119883 -27.956874892389806)
11667,2024-01-19 17:11:51.000 +1100,POINT (153.42506089946937 -27.956860510097282)
11668,2024-01-19 17:11:55.000 +1100,POINT (153.4250708172862 -27.956828760449387)
11669,2024-01-19 17:11:59.000 +1100,POINT (153.4250823944211 -27.956808379987994)
11670,2024-01-19 17:12:02.000 +1100,POINT (153.42509221765425 -27.9567918001453)
11671,2024-01-19 17:12:08.000 +1100,POINT (153.42507027994094 -27.956802539891733)
11672,2024-01-19 17:12:12.000 +1100,POINT (153.42505434905462 -27.956789439410123)
11673,2024-01-19 17:12:13.000 +1100,POINT (153.42505643543038 -27.956770461852315)
11674,2024-01-19 17:12:15.000 +1100,POINT (153.4250689874251 -27.956747440421367)
11675,2024-01-19 17:12:26.000 +1100,POINT (153.4250910054468 -27.956738855907506)
11676,2024-01-19 17:12:29.000 +1100,POINT (153.42511673265417 -27.956723737724342)
11677,2024-01-19 17:12:31.000 +1100,POINT (153.42512717491084 -27.956696309263073)
11678,2024-01-19 17:12:39.000 +1100,POINT (153.42513819524797 -27.956671243039775)
11679,2024-01-19 17:12:42.000 +1100,POINT (153.42513376379227 -27.956646875978226)
11680,2024-01-19 17:12:44.000 +1100,POINT (153.42513771713735 -27.956629169300598)
11681,2024-01-19 17:12:45.000 +1100,POINT (153.4251324650761 -27.956611690215713)
11682,2024-01-19 17:12:47.000 +1100,POINT (153.42511317237114 -27.956591444729334)
11683,2024-01-19 17:12:49.000 +1100,POINT (153.42509048746078 -27.956572338015235)
11684,2024-01-19 17:12:51.000 +1100,POINT (153.42507727062673 -27.95654526200841)
11685,2024-01-19 17:12:59.000 +1100,POINT (153.42505584046168 -27.956546323107784)
11686,2024-01-19 17:13:10.000 +1100,POINT (153.42502903087367 -27.956550075405648)
11687,2024-01-19 17:13:13.000 +1100,POINT (153.42501256885507 -27.956561452064687)
11688,2024-01-19 17:13:24.000 +1100,POINT (153.42503359871318 -27.956570496510512)
11689,2024-01-19 17:13:25.000 +1100,POINT (153.42503969029573 -27.9565881294669)
11690,2024-01-19 17:13:32.000 +1100,POINT (153.42503991078266 -27.95656682002827)
11691,2024-01-19 17:13:36.000 +1100,POINT (153.42501961716837 -27.956570737690974)
11692,2024-01-19 17:13:38.000 +1100,POINT (153.42499853308558 -27.956567093295885)
11693,2024-01-19 17:13:41.000 +1100,POINT (153.42499634502767 -27.9565471444355)
11694,2024-01-19 17:13:43.000 +1100,POINT (153.4250007812132 -27.95651426601638)
11695,2024-01-19 17:13:45.000 +1100,POINT (153.42501377133576 -27.956491647211603)
11696,2024-01-19 17:13:47.000 +1100,POINT (153.42501619750288 -27.956462983935154)
11697,2024-01-19 17:13:49.000 +1100,POINT (153.4250249594527 -27.956435443047642)
11698,2024-01-19 17:13:51.000 +1100,POINT (153.42501581490524 -27.9564032564709)
11699,2024-01-19 17:13:53.000 +1100,POINT (153.42501494300197 -27.95637716217574)
11700,2024-01-19 17:13:55.000 +1100,POINT (153.42501864139024 -27.95635864240144)
11701,2024-01-19 17:13:58.000 +1100,POINT (153.42501882574686 -27.956338080317238)
11702,2024-01-19 17:14:00.000 +1100,POINT (153.4250160616822 -27.95631371607759)
11703,2024-01-19 17:14:03.000 +1100,POINT (153.42499881483855 -27.956299473751)
11704,2024-01-19 17:14:06.000 +1100,POINT (153.4249818077478 -27.95628015523262)
11705,2024-01-19 17:14:08.000 +1100,POINT (153.4249670689101 -27.956262208352506)
11706,2024-01-19 17:14:10.000 +1100,POINT (153.42496126952997 -27.956242109660188)
11707,2024-01-19 17:14:12.000 +1100,POINT (153.42494531097424 -27.9562240058103)
11708,2024-01-19 17:14:15.000 +1100,POINT (153.42494327468623 -27.956202366914397)
11709,2024-01-19 17:14:17.000 +1100,POINT (153.42492924542051 -27.956176438835982)
11710,2024-01-19 17:14:19.000 +1100,POINT (153.42491627214932 -27.95615350922385)
11711,2024-01-19 17:14:21.000 +1100,POINT (153.42489494616336 -27.95612874215461)
11712,2024-01-19 17:14:24.000 +1100,POINT (153.42487175087732 -27.95614284258902)
11713,2024-01-19 17:14:31.000 +1100,POINT (153.42485184134907 -27.95611794812639)
11714,2024-01-19 17:14:33.000 +1100,POINT (153.42484702346403 -27.95609478817458)
11715,2024-01-19 17:14:36.000 +1100,POINT (153.42482874006433 -27.956086672667073)
11716,2024-01-19 17:14:47.000 +1100,POINT (153.42485259551 -27.956088893711307)
11717,2024-01-19 17:14:51.000 +1100,POINT (153.42487273950593 -27.956078241216332)
11718,2024-01-19 17:14:53.000 +1100,POINT (153.42486768585735 -27.956055816082817)
11719,2024-01-19 17:14:55.000 +1100,POINT (153.42485503711077 -27.95603863312332)
11720,2024-01-19 17:15:00.000 +1100,POINT (153.42486618281166 -27.95601620830774)
11721,2024-01-19 17:15:02.000 +1100,POINT (153.42488377825347 -27.95600419311527)
11722,2024-01-19 17:15:17.000 +1100,POINT (153.42487314018308 -27.956020723858124)
11723,2024-01-19 17:15:21.000 +1100,POINT (153.42488551571458 -27.95604438185624)
11724,2024-01-19 17:15:23.000 +1100,POINT (153.42489818664862 -27.956065265008633)
11725,2024-01-19 17:15:25.000 +1100,POINT (153.42489674163875 -27.95608466626546)
11726,2024-01-19 17:15:28.000 +1100,POINT (153.42489128030965 -27.956103112087195)
11727,2024-01-19 17:15:30.000 +1100,POINT (153.4248868205657 -27.95612724114236)
11728,2024-01-19 17:15:32.000 +1100,POINT (153.42491045607963 -27.95615258164445)
11729,2024-01-19 17:15:35.000 +1100,POINT (153.42492434870522 -27.956181954703535)
11730,2024-01-19 17:15:37.000 +1100,POINT (153.42492217509238 -27.956204940097194)
11731,2024-01-19 17:15:38.000 +1100,POINT (153.42493538842504 -27.956220336956516)
11732,2024-01-19 17:15:41.000 +1100,POINT (153.42493783463084 -27.956245727092373)
11733,2024-01-19 17:15:42.000 +1100,POINT (153.4249532618711 -27.95626944298207)
11734,2024-01-19 17:15:44.000 +1100,POINT (153.42498547297646 -27.956277738589566)
11735,2024-01-19 17:15:47.000 +1100,POINT (153.42501037347526 -27.956270756198904)
11736,2024-01-19 17:15:49.000 +1100,POINT (153.42502988054892 -27.95626487530616)
11737,2024-01-19 17:15:54.000 +1100,POINT (153.42502486550822 -27.956242025860384)
11738,2024-01-19 17:15:56.000 +1100,POINT (153.42503613913925 -27.95621524091255)
11739,2024-01-19 17:15:58.000 +1100,POINT (153.42504303948127 -27.956195301607043)
11740,2024-01-19 17:16:00.000 +1100,POINT (153.4250460028252 -27.95617743487578)
11741,2024-01-19 17:16:02.000 +1100,POINT (153.4250462812625 -27.956148514997974)
11742,2024-01-19 17:16:03.000 +1100,POINT (153.42505740846798 -27.956131121961104)
11743,2024-01-19 17:16:05.000 +1100,POINT (153.4250703281066 -27.95609821725895)
11744,2024-01-19 17:16:08.000 +1100,POINT (153.42505358624086 -27.956078048648784)
11745,2024-01-19 17:16:17.000 +1100,POINT (153.4250573291553 -27.956060048398992)
11746,2024-01-19 17:16:22.000 +1100,POINT (153.42507797824615 -27.956049384595214)
11747,2024-01-19 17:16:26.000 +1100,POINT (153.42505952577994 -27.95603191436112)
11748,2024-01-19 17:16:29.000 +1100,POINT (153.42505037649101 -27.956009551549585)
11749,2024-01-19 17:16:31.000 +1100,POINT (153.42504579636812 -27.955988693602436)
11750,2024-01-19 17:16:33.000 +1100,POINT (153.4250425205032 -27.95596550321126)
11751,2024-01-19 17:16:35.000 +1100,POINT (153.42505223998535 -27.955942299153673)
11752,2024-01-19 17:16:37.000 +1100,POINT (153.42505557049506 -27.9559123898617)
11753,2024-01-19 17:16:39.000 +1100,POINT (153.42504678727903 -27.955889399639016)
11754,2024-01-19 17:16:41.000 +1100,POINT (153.4250546022147 -27.955865279684588)
11755,2024-01-19 17:16:43.000 +1100,POINT (153.4250567788178 -27.95583760800232)
11756,2024-01-19 17:16:45.000 +1100,POINT (153.4250590585985 -27.95581112740405)
11757,2024-01-19 17:16:47.000 +1100,POINT (153.4250613509706 -27.955788005648234)
11758,2024-01-19 17:16:48.000 +1100,POINT (153.42506616451703 -27.95576826835182)
11759,2024-01-19 17:16:50.000 +1100,POINT (153.42508523233434 -27.95574603948155)
11760,2024-01-19 17:16:52.000 +1100,POINT (153.4251189678093 -27.95573068941647)
11761,2024-01-19 17:16:53.000 +1100,POINT (153.42513971728428 -27.955726080045437)
11762,2024-01-19 17:16:54.000 +1100,POINT (153.42515976567407 -27.955719033005362)
11763,2024-01-19 17:16:56.000 +1100,POINT (153.42519500100698 -27.955714773356544)
11764,2024-01-19 17:16:58.000 +1100,POINT (153.42522760539273 -27.955706999546553)
11765,2024-01-19 17:17:00.000 +1100,POINT (153.42525958506613 -27.95571280975408)
11766,2024-01-19 17:17:02.000 +1100,POINT (153.42529225480388 -27.95570973274798)
11767,2024-01-19 17:17:04.000 +1100,POINT (153.42531735301773 -27.955693696389126)
11768,2024-01-19 17:17:06.000 +1100,POINT (153.42531453408455 -27.955670024810097)
11769,2024-01-19 17:17:11.000 +1100,POINT (153.42532348000805 -27.955650493369863)
11770,2024-01-19 17:17:15.000 +1100,POINT (153.42530216897657 -27.955656725214105)
11771,2024-01-19 17:17:19.000 +1100,POINT (153.42530225053815 -27.95567579933317)
11772,2024-01-19 17:17:26.000 +1100,POINT (153.42531140144308 -27.955659470975803)
11773,2024-01-19 17:17:36.000 +1100,POINT (153.4253167797577 -27.95567871346865)
11774,2024-01-19 17:17:49.000 +1100,POINT (153.4253275687215 -27.95569476526937)
11775,2024-01-19 17:18:04.000 +1100,POINT (153.4253098624539 -27.95567655891577)
11776,2024-01-19 17:18:10.000 +1100,POINT (153.42530244983655 -27.95565565753171)
11777,2024-01-19 17:18:27.000 +1100,POINT (153.42531926069762 -27.955645511849195)
11778,2024-01-19 17:18:35.000 +1100,POINT (153.4252962720804 -27.955651455584697)
11779,2024-01-19 17:18:38.000 +1100,POINT (153.42532006795417 -27.955679180232607)
11780,2024-01-19 17:18:41.000 +1100,POINT (153.42534235969768 -27.955702273836096)
11781,2024-01-19 17:18:43.000 +1100,POINT (153.42537346134455 -27.955711496843918)
11782,2024-01-19 17:18:45.000 +1100,POINT (153.42541463017116 -27.955717413202166)
11783,2024-01-19 17:18:47.000 +1100,POINT (153.42543813898982 -27.955729045289686)
11784,2024-01-19 17:18:48.000 +1100,POINT (153.42546208723394 -27.95573396510874)
11785,2024-01-19 17:18:49.000 +1100,POINT (153.4254808248192 -27.955742956797284)
11786,2024-01-19 17:18:51.000 +1100,POINT (153.425505272361 -27.955755628991355)
11787,2024-01-19 17:18:53.000 +1100,POINT (153.42553812917544 -27.955768713575704)
11788,2024-01-19 17:18:55.000 +1100,POINT (153.4255470363298 -27.955786382913036)
11789,2024-01-19 17:18:57.000 +1100,POINT (153.4255516624894 -27.95581774712438)
11790,2024-01-19 17:18:59.000 +1100,POINT (153.42556214382813 -27.955842082414847)
11791,2024-01-19 17:19:01.000 +1100,POINT (153.42558327951278 -27.955865281844797)
11792,2024-01-19 17:19:03.000 +1100,POINT (153.4255983349629 -27.955880299139523)
11793,2024-01-19 17:19:05.000 +1100,POINT (153.42560732265764 -27.955908014288095)
11794,2024-01-19 17:19:06.000 +1100,POINT (153.4256081502231 -27.955927020572645)
11795,2024-01-19 17:19:08.000 +1100,POINT (153.42560558223602 -27.955957663985327)
11796,2024-01-19 17:19:10.000 +1100,POINT (153.42559809137148 -27.955981478587816)
11797,2024-01-19 17:19:12.000 +1100,POINT (153.4255924632939 -27.95600765816169)
11798,2024-01-19 17:19:14.000 +1100,POINT (153.4255864767111 -27.9560369397538)
11799,2024-01-19 17:19:15.000 +1100,POINT (153.42557917632982 -27.95605432530907)
11800,2024-01-19 17:19:17.000 +1100,POINT (153.42557658638796 -27.956084711488728)
11801,2024-01-19 17:19:19.000 +1100,POINT (153.4255823193422 -27.956109496282608)
11802,2024-01-19 17:19:21.000 +1100,POINT (153.42557871324982 -27.956128928524294)
11803,2024-01-19 17:19:23.000 +1100,POINT (153.42557416978963 -27.95615364140729)
11804,2024-01-19 17:19:25.000 +1100,POINT (153.42557380383303 -27.95618026838921)
11805,2024-01-19 17:19:27.000 +1100,POINT (153.42556674023933 -27.95621108174387)
11806,2024-01-19 17:19:29.000 +1100,POINT (153.42555292904638 -27.956239157448554)
11807,2024-01-19 17:19:30.000 +1100,POINT (153.42554653253939 -27.95625645439357)
11808,2024-01-19 17:19:32.000 +1100,POINT (153.42553842327086 -27.956289400629387)
11809,2024-01-19 17:19:33.000 +1100,POINT (153.4255361437421 -27.956309729681845)
11810,2024-01-19 17:19:35.000 +1100,POINT (153.4255297069799 -27.95633800407567)
11811,2024-01-19 17:19:37.000 +1100,POINT (153.42553209144052 -27.956371766087365)
11812,2024-01-19 17:19:39.000 +1100,POINT (153.4255276687581 -27.95639079028088)
11813,2024-01-19 17:19:41.000 +1100,POINT (153.42551920447465 -27.9564093775931)
11814,2024-01-19 17:19:43.000 +1100,POINT (153.42550190340918 -27.95641972041458)
11815,2024-01-19 17:19:47.000 +1100,POINT (153.42551995808674 -27.956434747470016)
11816,2024-01-19 17:19:50.000 +1100,POINT (153.4255361353554 -27.956445898388015)
11817,2024-01-19 17:19:52.000 +1100,POINT (153.4255592037029 -27.95646078497358)
11818,2024-01-19 17:19:54.000 +1100,POINT (153.42558256600856 -27.956472809010126)
11819,2024-01-19 17:19:55.000 +1100,POINT (153.42560600085088 -27.956479138978178)
11820,2024-01-19 17:19:56.000 +1100,POINT (153.42563007086153 -27.956481448288244)
11821,2024-01-19 17:19:57.000 +1100,POINT (153.4256509846103 -27.956476810824185)
11822,2024-01-19 17:19:58.000 +1100,POINT (153.42566472475525 -27.956459918300208)
11823,2024-01-19 17:20:00.000 +1100,POINT (153.42568273104402 -27.956430720395822)
