ogc_fid,time,wkb_geometry,date,hour,minute,second,longitude,latitude
11433,16:40:54.000,POINT (153.42632724780213 -27.95810487829568),2024-01-19,16,40,54.000,153.42632724780213,-27.95810487829568
11434,16:40:59.000,POINT (153.4262903790777 -27.958093118168964),2024-01-19,16,40,59.000,153.4262903790777,-27.958093118168964
11435,16:41:01.000,POINT (153.42624477308172 -27.958095158246536),2024-01-19,16,41,01.000,153.42624477308172,-27.958095158246536
11436,16:41:02.000,POINT (153.42621480675484 -27.958087759734465),2024-01-19,16,41,02.000,153.42621480675484,-27.958087759734465
11437,16:41:04.000,POINT (153.42618866076964 -27.958074094749325),2024-01-19,16,41,04.000,153.42618866076964,-27.958074094749325
11438,16:41:08.000,POINT (153.42616808334213 -27.95806884297381),2024-01-19,16,41,08.000,153.42616808334213,-27.95806884297381
11439,16:41:11.000,POINT (153.42615092528484 -27.958054886367865),2024-01-19,16,41,11.000,153.42615092528484,-27.958054886367865
11440,16:41:13.000,POINT (153.4261281181813 -27.95805063525616),2024-01-19,16,41,13.000,153.4261281181813,-27.95805063525616
11441,16:41:15.000,POINT (153.42606435113134 -27.958043259741157),2024-01-19,16,41,15.000,153.42606435113134,-27.958043259741157
11442,16:41:16.000,POINT (153.42606935365214 -27.9580612867916),2024-01-19,16,41,16.000,153.42606935365214,-27.9580612867916
11443,16:41:19.000,POINT (153.4260450468542 -27.958065250748977),2024-01-19,16,41,19.000,153.4260450468542,-27.958065250748977
11444,16:41:22.000,POINT (153.42602446043233 -27.95806085412668),2024-01-19,16,41,22.000,153.42602446043233,-27.95806085412668
11445,16:41:24.000,POINT (153.42601031827462 -27.958035250100227),2024-01-19,16,41,24.000,153.42601031827462,-27.958035250100227
11446,16:41:25.000,POINT (153.42599723479944 -27.958020485702377),2024-01-19,16,41,25.000,153.42599723479944,-27.958020485702377
11447,16:41:29.000,POINT (153.42601424284044 -27.958005781152927),2024-01-19,16,41,29.000,153.42601424284044,-27.958005781152927
11448,16:41:31.000,POINT (153.42598217435088 -27.957990104310756),2024-01-19,16,41,31.000,153.42598217435088,-27.957990104310756
11449,16:41:33.000,POINT (153.42593208746726 -27.95799609507505),2024-01-19,16,41,33.000,153.42593208746726,-27.95799609507505
11450,16:41:34.000,POINT (153.42590749031697 -27.958007468226302),2024-01-19,16,41,34.000,153.42590749031697,-27.958007468226302
11451,16:41:35.000,POINT (153.42588407865568 -27.95802473283408),2024-01-19,16,41,35.000,153.42588407865568,-27.95802473283408
11452,16:41:37.000,POINT (153.4258506292818 -27.958036304552905),2024-01-19,16,41,37.000,153.4258506292818,-27.958036304552905
11453,16:41:38.000,POINT (153.4258250558756 -27.958036349523102),2024-01-19,16,41,38.000,153.4258250558756,-27.958036349523102
11454,16:41:40.000,POINT (153.42580095932206 -27.958035428585475),2024-01-19,16,41,40.000,153.42580095932206,-27.958035428585475
11455,16:41:42.000,POINT (153.42577971201342 -27.958032503673213),2024-01-19,16,41,42.000,153.42577971201342,-27.958032503673213
11456,16:41:46.000,POINT (153.42577719951265 -27.958052042849992),2024-01-19,16,41,46.000,153.42577719951265,-27.958052042849992
11457,16:41:49.000,POINT (153.42576301702675 -27.958070672298767),2024-01-19,16,41,49.000,153.42576301702675,-27.958070672298767
11458,16:41:53.000,POINT (153.42576579068432 -27.958098328120467),2024-01-19,16,41,53.000,153.42576579068432,-27.958098328120467
11459,16:41:55.000,POINT (153.4257612393494 -27.958129656954778),2024-01-19,16,41,55.000,153.4257612393494,-27.958129656954778
11460,16:41:58.000,POINT (153.42576860387473 -27.95815568743616),2024-01-19,16,41,58.000,153.42576860387473,-27.95815568743616
11461,16:42:00.000,POINT (153.42576594634835 -27.95817836799891),2024-01-19,16,42,00.000,153.42576594634835,-27.95817836799891
11462,16:42:02.000,POINT (153.42577498942532 -27.958197506653914),2024-01-19,16,42,02.000,153.42577498942532,-27.958197506653914
11463,16:42:04.000,POINT (153.42578229712294 -27.958226503586246),2024-01-19,16,42,04.000,153.42578229712294,-27.958226503586246
11464,16:42:07.000,POINT (153.42578524384484 -27.958260430182907),2024-01-19,16,42,07.000,153.42578524384484,-27.958260430182907
11465,16:42:09.000,POINT (153.4257877611507 -27.958279573704022),2024-01-19,16,42,09.000,153.4257877611507,-27.958279573704022
11466,16:42:16.000,POINT (153.42579652699914 -27.958305219436802),2024-01-19,16,42,16.000,153.42579652699914,-27.958305219436802
11467,16:42:19.000,POINT (153.42582496772044 -27.95831225783978),2024-01-19,16,42,19.000,153.42582496772044,-27.95831225783978
11468,16:42:23.000,POINT (153.42584829835928 -27.958296474661022),2024-01-19,16,42,23.000,153.42584829835928,-27.958296474661022
11469,16:42:27.000,POINT (153.42587387311193 -27.95830173973357),2024-01-19,16,42,27.000,153.42587387311193,-27.95830173973357
11470,16:42:29.000,POINT (153.42589081774744 -27.95831724667415),2024-01-19,16,42,29.000,153.42589081774744,-27.95831724667415
11471,16:42:34.000,POINT (153.42586731831807 -27.95832783952822),2024-01-19,16,42,34.000,153.42586731831807,-27.95832783952822
11472,16:42:37.000,POINT (153.42584837651168 -27.958356796112263),2024-01-19,16,42,37.000,153.42584837651168,-27.958356796112263
11473,16:42:38.000,POINT (153.42586548412845 -27.958374481303842),2024-01-19,16,42,38.000,153.42586548412845,-27.958374481303842
11474,16:42:40.000,POINT (153.42587517429044 -27.95839127661699),2024-01-19,16,42,40.000,153.42587517429044,-27.95839127661699
11475,16:42:41.000,POINT (153.425878003189 -27.95841117353951),2024-01-19,16,42,41.000,153.425878003189,-27.95841117353951
11476,16:42:42.000,POINT (153.4258667231118 -27.958390909808248),2024-01-19,16,42,42.000,153.4258667231118,-27.958390909808248
11477,16:42:43.000,POINT (153.42586323578718 -27.958409762746264),2024-01-19,16,42,43.000,153.42586323578718,-27.958409762746264
11478,16:42:45.000,POINT (153.42585417745167 -27.958458933198425),2024-01-19,16,42,45.000,153.42585417745167,-27.958458933198425
11479,16:42:49.000,POINT (153.42583791774535 -27.958479058806024),2024-01-19,16,42,49.000,153.42583791774535,-27.958479058806024
11480,16:42:52.000,POINT (153.42587920768133 -27.958464210611687),2024-01-19,16,42,52.000,153.42587920768133,-27.958464210611687
11481,16:43:10.000,POINT (153.42589060737333 -27.95848475345441),2024-01-19,16,43,10.000,153.42589060737333,-27.95848475345441
11482,16:43:19.000,POINT (153.4259085942641 -27.95849948548684),2024-01-19,16,43,19.000,153.4259085942641,-27.95849948548684
11483,16:43:26.000,POINT (153.4259279930191 -27.958509892658626),2024-01-19,16,43,26.000,153.4259279930191,-27.958509892658626
11484,16:43:48.000,POINT (153.4259538754957 -27.958507178670825),2024-01-19,16,43,48.000,153.4259538754957,-27.958507178670825
11485,16:44:13.000,POINT (153.42593382561734 -27.95851048793071),2024-01-19,16,44,13.000,153.42593382561734,-27.95851048793071
11486,16:44:25.000,POINT (153.4259112800268 -27.958496676659312),2024-01-19,16,44,25.000,153.4259112800268,-27.958496676659312
11487,16:45:01.000,POINT (153.4258993563973 -27.958481946423678),2024-01-19,16,45,01.000,153.4258993563973,-27.958481946423678
11488,16:45:40.000,POINT (153.42587639861244 -27.95847367991808),2024-01-19,16,45,40.000,153.42587639861244,-27.95847367991808
11489,16:45:44.000,POINT (153.42587798686264 -27.95849703252237),2024-01-19,16,45,44.000,153.42587798686264,-27.95849703252237
11490,16:45:46.000,POINT (153.42588956032506 -27.958513184691093),2024-01-19,16,45,46.000,153.42588956032506,-27.958513184691093
11491,16:45:55.000,POINT (153.42590989646172 -27.958510769486274),2024-01-19,16,45,55.000,153.42590989646172,-27.958510769486274
11492,16:46:07.000,POINT (153.42593131326663 -27.958512621451863),2024-01-19,16,46,07.000,153.42593131326663,-27.958512621451863
11493,16:46:23.000,POINT (153.42595209969195 -27.958513975000272),2024-01-19,16,46,23.000,153.42595209969195,-27.958513975000272
11494,16:46:41.000,POINT (153.42593153871186 -27.958517900460066),2024-01-19,16,46,41.000,153.42593153871186,-27.958517900460066
11495,16:46:49.000,POINT (153.42591143561214 -27.95850811109764),2024-01-19,16,46,49.000,153.42591143561214,-27.95850811109764
11496,16:47:37.000,POINT (153.42588288263073 -27.958514478671464),2024-01-19,16,47,37.000,153.42588288263073,-27.958514478671464
11497,16:47:45.000,POINT (153.4259084913356 -27.958511030887173),2024-01-19,16,47,45.000,153.4259084913356,-27.958511030887173
11498,16:48:10.000,POINT (153.42592672125167 -27.95849539193686),2024-01-19,16,48,10.000,153.42592672125167,-27.95849539193686
11499,16:48:14.000,POINT (153.42590419229572 -27.958498478734082),2024-01-19,16,48,14.000,153.42590419229572,-27.958498478734082
11500,16:48:23.000,POINT (153.4258528402647 -27.958497193466698),2024-01-19,16,48,23.000,153.4258528402647,-27.958497193466698
11501,16:48:29.000,POINT (153.42584624995382 -27.958516419803622),2024-01-19,16,48,29.000,153.42584624995382,-27.958516419803622
11502,16:48:39.000,POINT (153.42583648223422 -27.95849522254597),2024-01-19,16,48,39.000,153.42583648223422,-27.95849522254597
11503,16:48:53.000,POINT (153.42582061052718 -27.95851725409493),2024-01-19,16,48,53.000,153.42582061052718,-27.95851725409493
11504,16:49:23.000,POINT (153.4258418424823 -27.958511928577455),2024-01-19,16,49,23.000,153.4258418424823,-27.958511928577455
11505,16:50:13.000,POINT (153.4258418059753 -27.95853278214571),2024-01-19,16,50,13.000,153.4258418059753,-27.95853278214571
11506,16:50:17.000,POINT (153.42582013186887 -27.958522337787624),2024-01-19,16,50,17.000,153.42582013186887,-27.958522337787624
11507,16:50:20.000,POINT (153.42582313283344 -27.958503915323014),2024-01-19,16,50,20.000,153.42582313283344,-27.958503915323014
11508,16:50:25.000,POINT (153.42584013545644 -27.958487978801195),2024-01-19,16,50,25.000,153.42584013545644,-27.958487978801195
11509,16:50:42.000,POINT (153.42587754282707 -27.958440910493),2024-01-19,16,50,42.000,153.42587754282707,-27.958440910493
11510,16:54:06.000,POINT (153.42587224448758 -27.958422183880028),2024-01-19,16,54,06.000,153.42587224448758,-27.958422183880028
11511,16:54:27.000,POINT (153.42589397642743 -27.958426957178627),2024-01-19,16,54,27.000,153.42589397642743,-27.958426957178627
11512,16:54:46.000,POINT (153.42587868528176 -27.958449541826784),2024-01-19,16,54,46.000,153.42587868528176,-27.958449541826784
11513,16:54:49.000,POINT (153.42589259067532 -27.958467858711934),2024-01-19,16,54,49.000,153.42589259067532,-27.958467858711934
11514,16:54:51.000,POINT (153.42591449799815 -27.9584679049718),2024-01-19,16,54,51.000,153.42591449799815,-27.9584679049718
11515,16:55:01.000,POINT (153.42590001052935 -27.95844742254755),2024-01-19,16,55,01.000,153.42590001052935,-27.95844742254755
11516,16:55:09.000,POINT (153.42592324575656 -27.95844969903017),2024-01-19,16,55,09.000,153.42592324575656,-27.95844969903017
11517,16:55:25.000,POINT (153.4259074374449 -27.958467840218173),2024-01-19,16,55,25.000,153.4259074374449,-27.958467840218173
11518,16:55:32.000,POINT (153.42588654673807 -27.95845741531127),2024-01-19,16,55,32.000,153.42588654673807,-27.95845741531127
11519,16:55:51.000,POINT (153.42587457965612 -27.958472195925776),2024-01-19,16,55,51.000,153.42587457965612,-27.958472195925776
11520,16:56:00.000,POINT (153.42589202456315 -27.958462770540805),2024-01-19,16,56,00.000,153.42589202456315,-27.958462770540805
11521,16:56:07.000,POINT (153.42586231662614 -27.958472103694405),2024-01-19,16,56,07.000,153.42586231662614,-27.958472103694405
11522,16:57:06.000,POINT (153.42587617940438 -27.958456564005186),2024-01-19,16,57,06.000,153.42587617940438,-27.958456564005186
11523,16:57:40.000,POINT (153.42590035790755 -27.958461804399114),2024-01-19,16,57,40.000,153.42590035790755,-27.958461804399114
11524,16:58:07.000,POINT (153.42590896964535 -27.95849376832476),2024-01-19,16,58,07.000,153.42590896964535,-27.95849376832476
11525,16:58:08.000,POINT (153.42590354344244 -27.958473612999878),2024-01-19,16,58,08.000,153.42590354344244,-27.958473612999878
11526,16:58:38.000,POINT (153.4258842507153 -27.958483876858264),2024-01-19,16,58,38.000,153.4258842507153,-27.958483876858264
11527,16:58:45.000,POINT (153.42590308653376 -27.95847650881451),2024-01-19,16,58,45.000,153.42590308653376,-27.95847650881451
11528,16:58:52.000,POINT (153.42587519228715 -27.958487542397066),2024-01-19,16,58,52.000,153.42587519228715,-27.958487542397066
11529,16:59:06.000,POINT (153.42589190764977 -27.958472340486335),2024-01-19,16,59,06.000,153.42589190764977,-27.958472340486335
11530,16:59:11.000,POINT (153.42585204829788 -27.9584945502567),2024-01-19,16,59,11.000,153.42585204829788,-27.9584945502567
11531,16:59:15.000,POINT (153.4258424985489 -27.958474147179476),2024-01-19,16,59,15.000,153.4258424985489,-27.958474147179476
11532,16:59:22.000,POINT (153.4258339341635 -27.958456222087626),2024-01-19,16,59,22.000,153.4258339341635,-27.958456222087626
11533,16:59:42.000,POINT (153.42585202043367 -27.958442840001663),2024-01-19,16,59,42.000,153.42585202043367,-27.958442840001663
11534,17:00:00.000,POINT (153.42586800484952 -27.95845657756958),2024-01-19,17,00,00.000,153.42586800484952,-27.95845657756958
11535,17:00:14.000,POINT (153.42585409540737 -27.958470623410058),2024-01-19,17,00,14.000,153.42585409540737,-27.958470623410058
11536,17:00:39.000,POINT (153.42587220821483 -27.958459304277774),2024-01-19,17,00,39.000,153.42587220821483,-27.958459304277774
11537,17:01:01.000,POINT (153.42589722010325 -27.958457528725955),2024-01-19,17,01,01.000,153.42589722010325,-27.958457528725955
11538,17:01:18.000,POINT (153.42587183221596 -27.958462706868463),2024-01-19,17,01,18.000,153.42587183221596,-27.958462706868463
11539,17:01:31.000,POINT (153.42589201936298 -27.95846880544897),2024-01-19,17,01,31.000,153.42589201936298,-27.95846880544897
11540,17:01:35.000,POINT (153.4258893179091 -27.958449782370398),2024-01-19,17,01,35.000,153.4258893179091,-27.958449782370398
11541,17:01:37.000,POINT (153.42590946270332 -27.958437187697736),2024-01-19,17,01,37.000,153.42590946270332,-27.958437187697736
11542,17:01:44.000,POINT (153.4259235887277 -27.958418424843657),2024-01-19,17,01,44.000,153.4259235887277,-27.958418424843657
11543,17:01:53.000,POINT (153.4259125085541 -27.958396676897664),2024-01-19,17,01,53.000,153.4259125085541,-27.958396676897664
11544,17:01:55.000,POINT (153.42591163281463 -27.958376329128793),2024-01-19,17,01,55.000,153.42591163281463,-27.958376329128793
11545,17:01:56.000,POINT (153.42587757578752 -27.958435059948524),2024-01-19,17,01,56.000,153.42587757578752,-27.958435059948524
11546,17:01:57.000,POINT (153.42582881367252 -27.95837620179979),2024-01-19,17,01,57.000,153.42582881367252,-27.95837620179979
11547,17:01:58.000,POINT (153.42582863174997 -27.958390688923696),2024-01-19,17,01,58.000,153.42582863174997,-27.958390688923696
11548,17:02:24.000,POINT (153.425849174453 -27.958395504019084),2024-01-19,17,02,24.000,153.425849174453,-27.958395504019084
11549,17:02:43.000,POINT (153.42581194199636 -27.95838850437445),2024-01-19,17,02,43.000,153.42581194199636,-27.95838850437445
11550,17:02:44.000,POINT (153.42580584923834 -27.958414803012882),2024-01-19,17,02,44.000,153.42580584923834,-27.958414803012882
11551,17:02:47.000,POINT (153.4258248183248 -27.958421797947846),2024-01-19,17,02,47.000,153.4258248183248,-27.958421797947846
11552,17:03:11.000,POINT (153.42581996070174 -27.958397174193816),2024-01-19,17,03,11.000,153.42581996070174,-27.958397174193816
11553,17:03:17.000,POINT (153.42584744319848 -27.958411363792145),2024-01-19,17,03,17.000,153.42584744319848,-27.958411363792145
11554,17:03:19.000,POINT (153.4258267744845 -27.95841327149647),2024-01-19,17,03,19.000,153.4258267744845,-27.95841327149647
11555,17:03:21.000,POINT (153.4258357156992 -27.958405881931593),2024-01-19,17,03,21.000,153.4258357156992,-27.958405881931593
11556,17:03:28.000,POINT (153.42582016239976 -27.958419431026027),2024-01-19,17,03,28.000,153.42582016239976,-27.958419431026027
11557,17:03:34.000,POINT (153.42584071713043 -27.95841906099527),2024-01-19,17,03,34.000,153.42584071713043,-27.95841906099527
11558,17:03:41.000,POINT (153.4258115510072 -27.95842416507003),2024-01-19,17,03,41.000,153.4258115510072,-27.95842416507003
11559,17:03:44.000,POINT (153.4257862225957 -27.958416259171823),2024-01-19,17,03,44.000,153.4257862225957,-27.958416259171823
11560,17:04:10.000,POINT (153.42586507780234 -27.958421753406867),2024-01-19,17,04,10.000,153.42586507780234,-27.958421753406867
11561,17:04:20.000,POINT (153.42584786730635 -27.958395356978777),2024-01-19,17,04,20.000,153.42584786730635,-27.958395356978777
11562,17:04:33.000,POINT (153.42583993373992 -27.958413483573846),2024-01-19,17,04,33.000,153.42583993373992,-27.958413483573846
11563,17:04:46.000,POINT (153.4258428452151 -27.958384921597442),2024-01-19,17,04,46.000,153.4258428452151,-27.958384921597442
11564,17:04:47.000,POINT (153.4258444881137 -27.95838433559651),2024-01-19,17,04,47.000,153.4258444881137,-27.95838433559651
11565,17:05:01.000,POINT (153.42586181022517 -27.958410214400313),2024-01-19,17,05,01.000,153.42586181022517,-27.958410214400313
11566,17:05:04.000,POINT (153.42588352341778 -27.958412982678833),2024-01-19,17,05,04.000,153.42588352341778,-27.958412982678833
11567,17:05:06.000,POINT (153.42585023702742 -27.95840341606618),2024-01-19,17,05,06.000,153.42585023702742,-27.95840341606618
11568,17:05:15.000,POINT (153.42582863553943 -27.95839796865507),2024-01-19,17,05,15.000,153.42582863553943,-27.95839796865507
11569,17:05:28.000,POINT (153.4258053104634 -27.95840519079349),2024-01-19,17,05,28.000,153.4258053104634,-27.95840519079349
11570,17:05:45.000,POINT (153.4258342488076 -27.95840228895405),2024-01-19,17,05,45.000,153.4258342488076,-27.95840228895405
11571,17:05:56.000,POINT (153.42580296264356 -27.95843074636699),2024-01-19,17,05,56.000,153.42580296264356,-27.95843074636699
11572,17:06:00.000,POINT (153.4258041527686 -27.958410670838283),2024-01-19,17,06,00.000,153.4258041527686,-27.958410670838283
11573,17:06:39.000,POINT (153.42582451752259 -27.95840595362665),2024-01-19,17,06,39.000,153.42582451752259,-27.95840595362665
11574,17:06:52.000,POINT (153.425824833012 -27.958384957013152),2024-01-19,17,06,52.000,153.425824833012,-27.958384957013152
11575,17:06:58.000,POINT (153.4258402084117 -27.95839730094631),2024-01-19,17,06,58.000,153.4258402084117,-27.95839730094631
11576,17:07:01.000,POINT (153.4258598373688 -27.958408723907297),2024-01-19,17,07,01.000,153.4258598373688,-27.958408723907297
11577,17:07:10.000,POINT (153.42583447932364 -27.95841470430686),2024-01-19,17,07,10.000,153.42583447932364,-27.95841470430686
11578,17:07:25.000,POINT (153.4258203715943 -27.958390639360847),2024-01-19,17,07,25.000,153.4258203715943,-27.958390639360847
11579,17:08:15.000,POINT (153.4257951828838 -27.958398649347348),2024-01-19,17,08,15.000,153.4257951828838,-27.958398649347348
11580,17:08:20.000,POINT (153.4258170945091 -27.958415137710006),2024-01-19,17,08,20.000,153.4258170945091,-27.958415137710006
11581,17:08:26.000,POINT (153.42579529175907 -27.95841710360821),2024-01-19,17,08,26.000,153.42579529175907,-27.95841710360821
11582,17:08:40.000,POINT (153.42581578094436 -27.95841389272861),2024-01-19,17,08,40.000,153.42581578094436,-27.95841389272861
11583,17:08:45.000,POINT (153.42583376076536 -27.958423451485256),2024-01-19,17,08,45.000,153.42583376076536,-27.958423451485256
11584,17:08:50.000,POINT (153.42585633144083 -27.958423149732017),2024-01-19,17,08,50.000,153.42585633144083,-27.958423149732017
11585,17:08:57.000,POINT (153.42584610524042 -27.95840531430441),2024-01-19,17,08,57.000,153.42584610524042,-27.95840531430441
11586,17:09:00.000,POINT (153.4258267419932 -27.95841137140602),2024-01-19,17,09,00.000,153.4258267419932,-27.95841137140602
11587,17:09:13.000,POINT (153.42582803002963 -27.958385374069728),2024-01-19,17,09,13.000,153.42582803002963,-27.958385374069728
11588,17:09:17.000,POINT (153.42580684207962 -27.958366695746673),2024-01-19,17,09,17.000,153.42580684207962,-27.958366695746673
11589,17:09:18.000,POINT (153.4258259917154 -27.958349740802834),2024-01-19,17,09,18.000,153.4258259917154,-27.958349740802834
11590,17:09:21.000,POINT (153.42585259640376 -27.95834857665655),2024-01-19,17,09,21.000,153.42585259640376,-27.95834857665655
11591,17:09:23.000,POINT (153.42583826405615 -27.958321919342524),2024-01-19,17,09,23.000,153.42583826405615,-27.958321919342524
11592,17:09:25.000,POINT (153.4258198910125 -27.958310481556502),2024-01-19,17,09,25.000,153.4258198910125,-27.958310481556502
11593,17:09:27.000,POINT (153.42579539882698 -27.958307480603736),2024-01-19,17,09,27.000,153.42579539882698,-27.958307480603736
11594,17:09:29.000,POINT (153.42576529902763 -27.958311059568672),2024-01-19,17,09,29.000,153.42576529902763,-27.958311059568672
11595,17:09:32.000,POINT (153.42574419151987 -27.958285267502504),2024-01-19,17,09,32.000,153.42574419151987,-27.958285267502504
11596,17:09:33.000,POINT (153.42573797724776 -27.958257507555974),2024-01-19,17,09,33.000,153.42573797724776,-27.958257507555974
11597,17:09:35.000,POINT (153.4257377423674 -27.95822280218403),2024-01-19,17,09,35.000,153.4257377423674,-27.95822280218403
11598,17:09:36.000,POINT (153.4257346815249 -27.958201490409255),2024-01-19,17,09,36.000,153.4257346815249,-27.958201490409255
11599,17:09:37.000,POINT (153.42572793354734 -27.95816664433286),2024-01-19,17,09,37.000,153.42572793354734,-27.95816664433286
11600,17:09:38.000,POINT (153.42572412227952 -27.958136771744787),2024-01-19,17,09,38.000,153.42572412227952,-27.958136771744787
11601,17:09:39.000,POINT (153.42572323562288 -27.958115859460065),2024-01-19,17,09,39.000,153.42572323562288,-27.958115859460065
11602,17:09:40.000,POINT (153.4257195117416 -27.95808859517033),2024-01-19,17,09,40.000,153.4257195117416,-27.95808859517033
11603,17:09:41.000,POINT (153.42572509580683 -27.9580515602906),2024-01-19,17,09,41.000,153.42572509580683,-27.9580515602906
11604,17:09:42.000,POINT (153.4257196943232 -27.958011951427103),2024-01-19,17,09,42.000,153.4257196943232,-27.958011951427103
11605,17:09:43.000,POINT (153.42571197303374 -27.957986513891065),2024-01-19,17,09,43.000,153.42571197303374,-27.957986513891065
11606,17:09:45.000,POINT (153.42569003655555 -27.95796645449912),2024-01-19,17,09,45.000,153.42569003655555,-27.95796645449912
11607,17:09:48.000,POINT (153.42567429926487 -27.957949228006616),2024-01-19,17,09,48.000,153.42567429926487,-27.957949228006616
11608,17:09:50.000,POINT (153.42563770349358 -27.957943187157372),2024-01-19,17,09,50.000,153.42563770349358,-27.957943187157372
11609,17:09:52.000,POINT (153.4256156027986 -27.957932722115974),2024-01-19,17,09,52.000,153.4256156027986,-27.957932722115974
11610,17:09:54.000,POINT (153.4255867782082 -27.95792561930221),2024-01-19,17,09,54.000,153.4255867782082,-27.95792561930221
11611,17:09:56.000,POINT (153.42554392434215 -27.95791376221768),2024-01-19,17,09,56.000,153.42554392434215,-27.95791376221768
11612,17:09:58.000,POINT (153.42551834081013 -27.957902506814033),2024-01-19,17,09,58.000,153.42551834081013,-27.957902506814033
11613,17:10:00.000,POINT (153.42548941487075 -27.95788190594218),2024-01-19,17,10,00.000,153.42548941487075,-27.95788190594218
11614,17:10:02.000,POINT (153.42547535806906 -27.957861903383428),2024-01-19,17,10,02.000,153.42547535806906,-27.957861903383428
11615,17:10:04.000,POINT (153.4254511667138 -27.957854535455176),2024-01-19,17,10,04.000,153.4254511667138,-27.957854535455176
11616,17:10:06.000,POINT (153.42542552121412 -27.957854863499985),2024-01-19,17,10,06.000,153.42542552121412,-27.957854863499985
11617,17:10:07.000,POINT (153.425406181478 -27.957849015510323),2024-01-19,17,10,07.000,153.425406181478,-27.957849015510323
11618,17:10:09.000,POINT (153.42536891519708 -27.95784453023956),2024-01-19,17,10,09.000,153.42536891519708,-27.95784453023956
11619,17:10:11.000,POINT (153.42534140948635 -27.95783055192148),2024-01-19,17,10,11.000,153.42534140948635,-27.95783055192148
11620,17:10:13.000,POINT (153.42530481653432 -27.957823175123472),2024-01-19,17,10,13.000,153.42530481653432,-27.957823175123472
11621,17:10:15.000,POINT (153.42527130310663 -27.9578150070681),2024-01-19,17,10,15.000,153.42527130310663,-27.9578150070681
11622,17:10:17.000,POINT (153.4252380046547 -27.95780724595583),2024-01-19,17,10,17.000,153.4252380046547,-27.95780724595583
11623,17:10:19.000,POINT (153.42521221082572 -27.957792456818545),2024-01-19,17,10,19.000,153.42521221082572,-27.957792456818545
11624,17:10:21.000,POINT (153.42518608801336 -27.9577783553855),2024-01-19,17,10,21.000,153.42518608801336,-27.9577783553855
11625,17:10:23.000,POINT (153.42516542143215 -27.957775489384172),2024-01-19,17,10,23.000,153.42516542143215,-27.957775489384172
11626,17:10:26.000,POINT (153.4251296147218 -27.957776087462808),2024-01-19,17,10,26.000,153.4251296147218,-27.957776087462808
11627,17:10:28.000,POINT (153.4250985432666 -27.95778080965906),2024-01-19,17,10,28.000,153.4250985432666,-27.95778080965906
11628,17:10:30.000,POINT (153.42507456649966 -27.95777198999032),2024-01-19,17,10,30.000,153.42507456649966,-27.95777198999032
11629,17:10:32.000,POINT (153.4250538143851 -27.957749086141067),2024-01-19,17,10,32.000,153.4250538143851,-27.957749086141067
11630,17:10:33.000,POINT (153.42504338557384 -27.957731915293788),2024-01-19,17,10,33.000,153.42504338557384,-27.957731915293788
11631,17:10:35.000,POINT (153.42502091779764 -27.95771037283234),2024-01-19,17,10,35.000,153.42502091779764,-27.95771037283234
11632,17:10:37.000,POINT (153.42500024948325 -27.957686310702528),2024-01-19,17,10,37.000,153.42500024948325,-27.957686310702528
11633,17:10:39.000,POINT (153.42498384680232 -27.957673461674823),2024-01-19,17,10,39.000,153.42498384680232,-27.957673461674823
11634,17:10:41.000,POINT (153.42497802866876 -27.95764189196187),2024-01-19,17,10,41.000,153.42497802866876,-27.95764189196187
11635,17:10:43.000,POINT (153.4249955747279 -27.957621829818855),2024-01-19,17,10,43.000,153.4249955747279,-27.957621829818855
11636,17:10:44.000,POINT (153.4249985358182 -27.957603010514653),2024-01-19,17,10,44.000,153.4249985358182,-27.957603010514653
11637,17:10:45.000,POINT (153.424986533149 -27.95758480965968),2024-01-19,17,10,45.000,153.424986533149,-27.95758480965968
11638,17:10:47.000,POINT (153.4249968477054 -27.957554871676162),2024-01-19,17,10,47.000,153.4249968477054,-27.957554871676162
11639,17:10:49.000,POINT (153.42501061036174 -27.957525303499207),2024-01-19,17,10,49.000,153.42501061036174,-27.957525303499207
11640,17:10:51.000,POINT (153.4250108155293 -27.957498104945287),2024-01-19,17,10,51.000,153.4250108155293,-27.957498104945287
11641,17:10:53.000,POINT (153.42502729797536 -27.957471716819327),2024-01-19,17,10,53.000,153.42502729797536,-27.957471716819327
11642,17:10:55.000,POINT (153.4250481371126 -27.95746102168456),2024-01-19,17,10,55.000,153.4250481371126,-27.95746102168456
11643,17:10:57.000,POINT (153.42505657239803 -27.95742907846686),2024-01-19,17,10,57.000,153.42505657239803,-27.95742907846686
11644,17:10:59.000,POINT (153.42506247592885 -27.957403823810633),2024-01-19,17,10,59.000,153.42506247592885,-27.957403823810633
11645,17:11:01.000,POINT (153.42507217851835 -27.957377492750716),2024-01-19,17,11,01.000,153.42507217851835,-27.957377492750716
11646,17:11:02.000,POINT (153.4250845682855 -27.957360205421136),2024-01-19,17,11,02.000,153.4250845682855,-27.957360205421136
11647,17:11:04.000,POINT (153.42509061887364 -27.95733060365578),2024-01-19,17,11,04.000,153.42509061887364,-27.95733060365578
11648,17:11:05.000,POINT (153.42509698562375 -27.957309990712346),2024-01-19,17,11,05.000,153.42509698562375,-27.957309990712346
11649,17:11:07.000,POINT (153.42510910958325 -27.95728362323204),2024-01-19,17,11,07.000,153.42510910958325,-27.95728362323204
11650,17:11:09.000,POINT (153.42512208801517 -27.95725431933751),2024-01-19,17,11,09.000,153.42512208801517,-27.95725431933751
